"ID","Progress","Duration..in.seconds.","Finished","RecordedDate","prolificID","age","LangChoice","Expertise","Experience.months","X1_Q38_Page.Submit","X1_Q39_Page.Submit","X1_code.recall.control","X2_Q38_Page.Submit","X2_Q39_Page.Submit","X2_code.recall.control","X3_Q38_Page.Submit","X3_Q39_Page.Submit","X3_code.recall.control","X4_Q38_Page.Submit","X4_Q39_Page.Submit","X4_code.recall.control","X5_Q38_Page.Submit","X5_Q39_Page.Submit","X5_code.recall.control","X1_Q37_Page.Submit","X1_Q40_Page.Submit","X1_Code.Recall.Exp.","X2_Q37_Page.Submit","X2_Q40_Page.Submit","X2_Code.Recall.Exp.","X3_Q37_Page.Submit","X3_Q40_Page.Submit","X3_Code.Recall.Exp.","X4_Q37_Page.Submit","X4_Q40_Page.Submit","X4_Code.Recall.Exp.","X5_Q37_Page.Submit","X5_Q40_Page.Submit","X5_Code.Recall.Exp.","codeUnderstandFree","Q50","Q52","Q54","Q56","CPSES_1","CPSES_2","CPSES_3","CPSES_4","CPSES_5","CPSES_6","CPSES_7","CPSES_8","CPSES_9","CPSES_10","CPSES_11","CPSES_12","CPSES_13","CPSES_14","CPSES_15","CPSES_16","PAS.YILDIRIM.OZDENER_1","PAS.YILDIRIM.OZDENER_2","PAS.YILDIRIM.OZDENER_3","PAS.YILDIRIM.OZDENER_4","PAS.YILDIRIM.OZDENER_5","PAS.YILDIRIM.OZDENER_6","PAS.YILDIRIM.OZDENER_7","PAS.YILDIRIM.OZDENER_8","PAS.YILDIRIM.OZDENER_9","PAS.YILDIRIM.OZDENER_10","PAS.YILDIRIM.OZDENER_11","Math.Anxiety_1","Math.Anxiety_2","Math.Anxiety_3","Math.Anxiety_4","Math.Anxiety_5","Math.Anxiety_6","Math.Anxiety_7","Math.Anxiety_8","Math.Anxiety_9","Math.Anxiety_10","Math.Anxiety_11","Math.Anxiety_12","Math.Anxiety_13","Growth.Mindset_1","Growth.Mindset_2","Growth.Mindset_3","Growth.Mindset_4","Growth.Mindset_5","Growth.Mindset_6","Growth.Mindset_7","Primary.Language","Primary.Language_8_TEXT","Education","Education_4_TEXT","Education_5_TEXT","Education_6_TEXT","Current.Title","Current.Title_14_TEXT","gender","gender_4_TEXT","race.eth","race.eth_8_TEXT","GenAiFree","AnythingElseFree","CPSES_COMP","PAS_COMP","MA_COMP","MIND_COMP","torr_1","torr_2","torr_3","torr_4","torr_sum","self_exp_num"
36,"31","304","False","2026-05-26 21:24:33","","28","C++","Closer to the average or mid-level programmer","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.09","180.13","Return int 
Public int main() {
Int number1 ","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,3
37,"97","1551","False","2026-05-26 21:53:13","","28","C++","Closer to the average or mid-level programmer","58","32.68","124.147","int main(){
int number1 = 20;
int number2 = 15;
cout << Compute(number1, number2);
}
int compute(number1, number 2){
int temp = number1;
While(temp != 0) {
if(number1 << number2) {
temp = number1;
number1 = number2;
number2 = temp;
}
}
temp = number1 % number2;
while(temp != 0) {
number1 = number2;
number2 = temp;
}
}
return number2;
}","120.108","118.398","int main(){
int number1 = 20;
int number2 = 15;
cout << Compute(number1, number2);
}
int compute(number1, number2){
int temp = number1;
while(temp != 0) {
if(number1 < number 2){
temp = number1;
number1 = number2;
number2 = temp;
}
}
temp = number1 % number2;
}","120.013","180.004","int main() {
int number1 = 20;
int number2 = 15;
cout << Compute(number1, number2);
}
int computer(int number1, int number2){
int temp = number1;
while(temp != 0) {
temp = number1 % number 2;
number1 = 
}
}","30.862","130.932","int main(){
int number1 = 20;
int number2 = 15;
cout << Compute(number1, number2);
}
int compute(number1, number2){
int temp = number1;
while(temp != 0) {
if(number1 < number2) {
number1 = temp;
number1 = number2;
number2 = temp;
}
temp = number1 % number2;
while(temp != 0){
number1 = number2;
number2 = temp;
}
}
return number2;
}","38.776","109.653","int main() {
int number1 = 20;
int number2 = 15;
cout << Compute(number1, number2);
}
int Compute(int number1, int number2){
int temp = number1;
While(temp != 0) {
if(number1 < number2){
number1 = temp;
number1 = number2;
number2 = temp;
}
temp = number1 % number2;
While(temp != 0) {
number1 = number2;
number2 = temp;
}
}
Return number2;
}","","","","","","","","","","","","","","","","Trying to find the common modular number for 20 and 15","A","D","D","C",4,5,4,5,4,6,5,3,3,4,6,6,5,5,4,5,4,3,2,3,4,3,3,3,4,2,2,7,3,4,6,3,7,3,8,8,8,3,9,5,1,1,1,1,1,1,1,"C#","","Bachelor’s degree. Please list the name of your degree(s)","","Computer Arts & Sciences","","Software Team Lead or Manager","","Male","","White","","I think Generative AI can be harmful if introduced or used too soon as in my experience it seems that people become too reliant on it to complete any of their tasks rather than being comfortable with working on the issue themselves.","Including a timer on the first section might be helpful to understand how much time we have before moving us along.",4.625,3,5.63636363636364,1,1,1,1,1,4,3
38,"33","896","False","2026-05-27 14:43:16","6883a8504728f57551e8c82b","42","Python","Closer to someone in their first programming job (Entry-Level)","36","","","","","","","","","","","","","","","","","","","81.028","114.604","return number2;
int main() {
    number1 = number2;
    int number2 = 15;
    if (number1 < number2) {
        while (temp != 0) {
        }
        int temp = number1;
            temp = number1;
    }
    int compute(int number1, int number2) {
        number2 = temp;
        int number1 = 20;
            number1 = number2;
        cout << compute(number1, number2);
    }
        if (temp != 0) {
            number2 = temp;
        }
}","","","","91.529","180.125","int compute(int number1, int number2){
    int temp = number1;

    while(temp != 0){
        temp = number1 % number2;
        number1 = number2;

        if(temp != 0){
            number2 = temp;
        }
    }

    return number2;
}

int main(){
    int number1 = 20;
    int number2 = 15;

    if(number1 < number2){
        int temp = number1;
        number1 = number2;
        number2 = temp;","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,2
39,"49","2383","False","2026-05-27 15:01:19","5f8310cc97a96f4484b0dbdc","24","C++","Closer to someone in their first programming job (Entry-Level)","40","","","","","","","","","","","","","","","","120.107","180.18","number 1= number 2
int number 2 = 15
number1 = 20

cout <compute (number1. number2)","239.723","299.355","","155.265","262.254","return number2
int main
number 1=number 2
number 1 = 15
if number1<number2

while temp

number2=20
","239.741","299.798","","148.133","297.944","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,2
40,"33","111","False","2026-05-27 21:45:57","68890c84a7ce5cd6b451f6aa","39","C++","Closer to a senior programmer or software architect","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,4
41,"15","120","False","2026-05-28 04:38:20","680dc9d524604b69fbc41814","62","Python","Closer to a senior programmer or software architect","480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,4
42,"44","156","False","2026-05-28 12:49:42","6698e52c91b31d66a9335c46","26","Python","Closer to someone in their first programming job (Entry-Level)","36","54.754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,2
43,"10","41","False","2026-05-28 19:57:24","61bb396840db417c1a138e3d","43","Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,NA
44,"33","268","False","2026-05-29 19:59:38","67744eda78a1f56fb706592c","44","Python","Closer to someone still in school or learning to program","60","120.015","55.431","def main:
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute:


return","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,1
45,"100","2288","True","2026-05-31 04:03:41","63d04d54715f377d4ee643d8","35","Python","Closer to a senior programmer or software architect","150","120.021","180.228","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute():
    temp = number1
    while temp != 0 :
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
       temp = number1 % number2

        if temp != 0:
            number1 = number2
            number2 = temp
        return number2","120.13","180.082","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute():
    temp = number1
    while temp !=0:
        if number1 < number2:
            number2 = temp
            number1 = number2
            temp = number2 % number1
        if temp != 0:
            temp = number1
            number2 = temp
    return number2","120.133","180.116","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number 2))
def compute():
    temp = number1
    while temp != 0:
         if number1 < number 2:
             temp = number1
             number2 = temp
             number1 = number2
        temp = number1 % number2
        if temp != 0:
            number2 = temp
            temp = number1
        return number2","120.199","180.02","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute():
    temp = number1
   while temp != 0
       number2 = temp
       number1 = number2
       temp = number1 % number2
  return number2","120.123","180.121","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def main():
    temp = number1
    while temp !=0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
       temp = number2 % number1
       if temp != 0:
           number2 = temp
           temp = number1
      return number2","","","","","","","","","","","","","","","","I actually didn't have time to fully understand what the code was doing since I was too focused on trying to remember. I just made a note to remember some of the steps, such as ensuring that number1 was always before than number2 before the modulo and always returning number2","A","D","D","C",4,6,5,3,5,6,5,5,6,5,6,6,6,6,6,6,3,3,3,4,3,3,2,2,3,3,2,8,4,1,1,3,4,3,4,1,1,1,3,1,5,5,2,5,5,5,5,"Other","Go","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","","DevOps Engineer","","Male","","Asian","","If used properly, it can improve their efficiency and help them to learn too. But if you just ask the AI to write the code for you and copy paste it, the code will probably have errors and you won't learn anything]
","",5.375,2.81818181818182,2.36363636363636,4.57142857142857,1,1,1,1,4,4
46,"33","115","False","2026-05-31 13:24:37","674cd7aa7a66f0af6840794d","29","Python","Closer to a senior programmer or software architect","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,4
47,"15","36","False","2026-05-31 18:09:58","59d6c710cfaf7400016113a1","34","Python","Closer to someone still in school or learning to program","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,1
48,"100","2134","True","2026-06-02 12:18:16","68892626185fec0f0ef5a624","38","Python","Closer to the average or mid-level programmer","240","","","","","","","","","","","","","","","","120.003","180.103","    return number2;
int main() {
    number1 = number2;
int number2 = 15;
if (number1 < number2){
    while(temp !=0){
}
}
}
int compute(number1, int number2){
int temp = number2;
   while(temp < number1){
}
cout << compute(number1, number2)
}","120.205","180.004","    return number2;
int main() {
    number1 = number 2;
int number2 =5;
if (number1 < numbver2){
      while(temp1 !< 0){
}
}
}
int compute(int num,ber1, int number2){
int temp = number1;
cout << compute(number1, number2)
}","120.02","180.104","    return number2;
int main() {
    number1 = number2;
  int number1 = 15;
if(number1){
}
return number1
}
Int compute(int number1, int number2){
    number1 = number 2
}","120.136","180.104","    return number2;
int main(){
    number1 =number2;
int number2 = 15;
  if(number1 < number2){
while(temp != 0){

}
}
}

int compute(int number1, int number1){
int temp = number1 * number2
}","120.005","180.004","return number1
int main() {
  number1 = number2
}
int compute(int number1, int number2) {
  int temp = 1
}","Absolutely nothing. It was a mess. Not sure it would even compile. The formatting was horrendous and hard to read. ","A","D","D","C",6,6,4,4,6,5,5,4,4,6,6,6,6,6,6,6,3,2,3,3,3,1,3,3,2,4,2,2,3,7,2,3,3,2,3,2,10,3,6,2,2,2,3,3,4,2,3,"Python","","Bachelor’s degree. Please list the name of your degree(s)","","Computer Science","","DevOps Engineer","","Male","","Asian","","Not sure if it would be great in the class room but at work I use it everyday. I do worry that I'm relying on it more and more, but as ever in this industry it's adapt or die.
","The copy the program one is one of the most boring things I've done.",5.375,2.63636363636364,4,2.71428571428571,1,1,1,1,4,3
49,"100","3004","True","2026-06-03 06:24:25","650b9dab197926f037eb4531","58","Python","Closer to the average or mid-level programmer","19","120.116","180.111","def main():
number1 = 20
number2 = 15
print(compute(number1, number2):
temp = number1
while temp !=0:
if number1 < number2:
temp = number1
number1 = number2
number2 = temp
if temp !=0
number1 = number2
number2 = temp
return number2","120.012","180.014","def main():
number1 = 20
number2 = 15
print(compute(number1, number2)):
def compute (number1, number2):
temp = number1
while temp !=0:
if number1 <number2:
temp = number1
number1 = number2
number2 = temp
temp = number1 % number2
if temp !=0:
number1 = number2
number2 = temp
return number2","120.01","180.114","def main()
number1 = 20
number2 = 15
print(compute(number1, number2)):
temp = number1
while temp !=0:
if number1 < number2:
temp = number1
number1 = number 2
number2 = temp
temp = number1 % number2
if temp !","120.011","180.013","def main():
number1 = 20
number2  =15
print(compute(number1, number2))
def compute(number1, number2):
temp = number1;
do while temp !=0
if number1 > number","120.014","180.014","def main():
number1 = 20
number2 = 15
print(compute(number1, number2))
def compute(number1, number2):
while temp != 0:
if number1 < number2:
temp = number","","","","","","","","","","","","","","","","the code should calculate the greatest common divisor (GCD) of the given two numbers (20 and 15)using the Euclidean algorithm","A","D","D","C",5,6,5,5,6,6,5,4,5,5,5,5,5,4,4,6,2,3,3,3,2,2,2,4,2,4,3,1,1,2,1,2,3,1,2,2,4,1,4,2,4,4,5,5,5,5,5,"JavaScript","","Bachelor’s degree. Please list the name of your degree(s)","","Bachelor's of Science majoring Information systems","","Software Developer/Software Engineer","","Male","","Black or African American,Middle Eastern or North African","","I think Generative AI is a game changer as it will significantly affect the way we learn and work. I think it will make programming more accessible to many people who would've otherwise think programming is not their cup of tea!","No. Thanks for the opportunity to take part in your study. Good luck",5.0625,2.72727272727273,2.09090909090909,4.71428571428571,1,1,1,1,4,3
50,"33","72","False","2026-06-04 10:27:03","5eb126c5f13db7000855c7b7","30","Python","Closer to the average or mid-level programmer","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,3
51,"10","87","False","2026-06-04 16:12:11","5f32397f6eeae117b7b66456","50","Java","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,0,0,0,0,0,NA
52,"100","1438","True","2026-06-05 08:24:48","6888f9cda7d9b73a7b912114","33","Python","Closer to someone still in school or learning to program","12","38.494","180.003","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2))
def compute([number1,number2]):
  temp = number1
  while temp != 0:
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp = number1 % number2
    if temp != 0:
      number1 = number2
      number2 = temp
   return number2","32.08","180.002","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2))
def compute(number1,number2):
  temp = number1
  while temp != 0:
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp = number1 % number2
    if temp != 0:
      temp = number1
      number1 = number2
    return number2","120.003","180.108","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2))

def compute([number1,number2]):
  temp = number1
  while(temp != 0)
    if (number1 > number2)
      temp = 1
      number1 = 1
      number2 = 1
    else 
      temp = 2
     
    endif
  endwhile","27.882","127.078","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2))
def compute():
  temp = number1
  while temp != 0:
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp = number1 % number2
    if temp != 0:
      number1 = number2
      number2 = temp
    return number2","17.119","118.061","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2))
def compute():
  temp  = number1
  while temp != 0:
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp = number1 % number2
    if temp != 0:
      number1 = number2
      number2 = temp
    return number2","","","","","","","","","","","","","","","","I think the code was used to figure out if the larger number divided by the smaller number has a remainder.","A","C","D","C",5,5,4,4,5,4,4,3,4,6,6,6,6,5,4,6,3,1,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,2,3,1,5,2,3,"Other","PHP","Bachelor’s degree. Please list the name of your degree(s),Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","IT for Education BSc","Creative Media MA","Web Developer/Engineer","","Male","","White","","In a positive way: GenAI can be used to quickly and efficiently present a solution to problems, perhaps in a way the user hasn't yet thought of.

In a negative way: It is far too easy for people to rely on GenAI and stop training their brain.","",4.8125,1.81818181818182,2.18181818181818,2.42857142857143,1,0,1,1,3,1
53,"100","1425","True","2026-06-05 09:44:23","55a1321efdf99b6ec83c214e","35","Python","Closer to a senior programmer or software architect","120","120.007","180.017","def main:
    number1 = 20
    number2 = 15
    compute(number1, number2)
def compute(number1, number2):
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number2 % number1
        if temp != 0:
            number1 = number2
            number2 = temp","18.295","132.054","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","45.212","128.329","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2)
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","62.029","98.758","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
   temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","49.069","160.014","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            temp = number1
            number2 = temp
    return number2","","","","","","","","","","","","","","","","It was taking 2 numbers, if number1 couldn't be divided by number2 it was swapping their positions. Then it was dividing the bigger number by the smaller number until there was no remainder (it divided equally). It then returned the smaller number.","A","D","D","C",5,5,5,5,5,4,3,4,5,5,6,6,6,5,5,5,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,2,1,"TypeScript","","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","MSc Software Development","Software Developer/Software Engineer","","Male","","White","","I am sick to death of hearing about GenAI and being forced to use it. I think it is making people very complacent and when the AI bubble bursts a lot of companies and software engineers are going to be struggling.","I am not a fan of GenAI professionally or personally.",4.9375,1.45454545454545,1.36363636363636,1.14285714285714,1,1,1,1,4,4
54,"100","2290","True","2026-06-05 15:38:16","65b292c0dfaa776ac2075ef4","38","Python","Closer to a senior programmer or software architect","120","","","","","","","","","","","","","","","","33.465","177.853","return number2;
int main() {
 int number1 = number2;
 int number2 = 20;
 while(temp !=0) {
   temp = number1;
}
if(number1<number){ 
    compute(number1,number2)
}
int compute(int number1, int number2) {
    number2=20;
    temp = number1 % number2;
    cout<<????
}
}","104.665","86.95","return number2
int main(number1, number2) {
  int number1 = number2
  while(temp !=0) {
    temp = number1
  }

  int compute(number1, number2) {
     temp = number1 % number2
  }
}","100.376","155.967","return number2;
int main() {
   int number1 = number2;
   int number2 = 20;
   if(number1 < number2) {
      while(temp !=0) {
      }
   }

   int compute(int number1, int number2) {
      number2 = 15;
      temp = number1%number2;
      cout<<compute(number1, number2);
  }
}","120.014","176.639","return number2;
int main() {
int number1 = number2;
int number2 = 15;
if(number1 < number2) {
while(temp !=0) {
}
}

int compute(int number1, int number2) {
   number2 = 20;
   temp = number1 % number2;
   cout<<compute(number1, number2) 
}","89.142","161.277","return number2;
int main(int number1, int number2) {
   number1 = 15;
   if(number1 < number2) {
      while(temp !=0) {
           // ???
      }
   }

    int compute(int number1, int number2) {
       temp = number2 % number1;
       cout << compute(number1, number2);
    }
    // ???
}","I'm not sure this code would actually run, given the brace structure (but that might just have been the awkward indentation making it hard to follow) but it looks as though it would print out remainder of 2 integers divided by one another.","A","A","D","C",6,6,5,5,6,6,5,4,6,6,6,6,6,6,6,6,3,1,2,3,3,3,2,3,2,1,3,5,7,6,3,3,2,2,6,6,6,1,8,5,4,4,4,4,4,5,4,"TypeScript","","High school diploma or GED","","","","Software Developer/Software Engineer","","Male","","White","","Very positive in the workplace as it much improves time to delivery of features, and the level of completeness with which features can be shipped (in terms of overall documentation, testing etc)

I imagine harmful in an education environment, as it's very confident even when it's wrong, and can often implement things inefficiently or ad-hoc in terms of the patterns and techniques it employs, which if you don't have the experience or knowledge to shepherd against can result in a disorganised mess over time.","The indentation on the code example was pretty off-putting, not sure if that's by design to make it harder to memorise or not, though!",5.6875,2.36363636363636,4.54545454545455,4.14285714285714,1,0,1,1,3,4
55,"100","1232","True","2026-06-08 14:23:37","676577111a2aa70fbd942084","30","Python","Closer to the average or mid-level programmer","36","","","","","","","","","","","","","","","","74.23","87.882","return number =2;
     int main():
          number1 = 2
          number2 = 3
     number1 < number2
    temp != 0
","41.247","62.372","return number2;
    int main():
        number1 = 15;
    if (number1 > number 2):
        temp != 0;
  ","19.888","98.401","return number 2;
 int main(){
              number1  = number2;
    int number2 = 15;
  if (number 1 > number2)
 while(temp !=0)
}","21.192","139.316","     return number2;
int main(){
                number 1 = number 2;
  if (number1 < number 2){
       while(temp !=0){

} 

    int temp =0
}


}","63.619","125.059","      return number2;
     int main(){
          number 2 = 15;
    if(number1 < number2){
       while(temp !=0){}
 int temp =  number 1


}
}","Swapping or sorting of numbers while using temp file.","B","D","B","C",6,6,6,6,5,6,5,5,5,5,5,5,6,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,2,5,6,1,1,5,3,3,"Python","","Bachelor’s degree. Please list the name of your degree(s),Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","","Back End Developer/Engineer","","Female","","Black or African American","","It helps to be more productive.","",5.4375,1,2,3.42857142857143,0,1,0,1,2,3
56,"100","2951","True","2026-06-09 15:58:56","676f0ec8ea4254c4597b62ba","34","Python","Closer to the average or mid-level programmer","120","27.402","179.344","def main[]:
     number1 = 20
      number2 = 15
      print[compute[number1,number2]:
      temp = number1
      while temp!=0
      if number1 < number2:
      number1 = number2
      number2 = temp
      temp = number1 % number2","120.01","180.109","def main[]
     number1 = 20
     number2 =15
     print[compute[number1, number2]]
def compute(number1, number2]:
     temp = number1
      while temp = 0:
","120.009","179.374","def main[]:
     number1 =20
number2 =15
print[compute[number1,number2]]
def compute[number1,number2]:
temp = number1
while temp != 0:
if number1 < number1
temp = number1
number1 = number2
number2 = temp
temp = number1 % number2
if temp!=0:
number1","120.11","179.766","def main[]:
    number1 = 20
    number2 = 15
    print[compute[number1,number2]]
    def compute[number1 number2]
    temp = number1
    while temp ! = 0:
     if number1 < number2
     temp = number1
     number1 = number2
     number2 = temp
     temp =
   ","17.802","178.971","def main[]:
    number1 = 20
    number2 =15
    print [compute[number1, number2]:
def compute[number1.number2]:
     temp = number1
     number1 = number2
     number2 = temp
     temp = number1
    ","","","","","","","","","","","","","","","","The code is finding the greatest common divisor of two numbers using the Euclidean algorithm.","A","D","C","B",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,"Python","","Prefer not to say","","","","Other","Lecturer Computer Science","Male","","Black or African American","","I think Generative AI is helpful because it can improve productivity, support learning and help programmers solve problems faster. However people should not rely on it too much because it can sometimes give incorrect answers or reduce critical thinking skills. Overall I see it as a useful support tool rather than a replacement for human thinking.","The tasks were engaging and encourage logical thinking, pattern recognition, and problem solve. I also found the question about AI and education interesting because they explored both technical and practical perspectives.",5,1.27272727272727,1.09090909090909,1.14285714285714,1,1,0,0,2,3
